House_Index,Actual,Predicted,Residual,Model
39,171999.99999999988,164362.57733165481,7637.422668345069,linear regression
40,195500.00000000006,194763.67044281345,736.3295571866038,linear regression
41,199999.99999999997,203551.805867308,-3551.805867308023,linear regression
42,177999.99999999994,189115.25579126037,-11115.255791260424,linear regression
43,146299.99999999994,159760.2205358195,-13460.220535819564,linear regression
44,219999.99999999983,229543.85378608538,-9543.853786085558,linear regression
45,500066.99999999965,506755.63648330665,-6688.6364833069965,linear regression
46,120000.00000000025,105565.85760971394,14434.142390286303,linear regression
47,189999.9999999999,194430.01074485388,-4430.010744853964,linear regression
48,269499.9999999999,244859.403188588,24640.596811411873,linear regression
49,213499.99999999994,230157.05988798063,-16657.059887980693,linear regression
50,81300.00000000003,83792.6551981688,-2492.655198168766,linear regression
51,150908.9999999999,72350.11199661737,78558.88800338254,linear regression
52,91499.99999999991,91242.20116327691,257.7988367229991,linear regression
53,197000.0000000005,204420.73686981917,-7420.7368698186765,linear regression
54,108480.00000000001,96528.79153357768,11951.208466422337,linear regression
55,120500.00000000016,118379.71913510918,2120.280864890985,linear regression
56,127500.00000000001,148326.5742000696,-20826.574200069575,linear regression
57,131000.0000000002,137059.47379385502,-6059.4737938548205,linear regression
58,129000.0000000001,137938.77051833467,-8938.770518334568,linear regression
59,148499.99999999988,142636.01685251793,5863.983147481951,linear regression
60,162499.99999999983,156380.16559064694,6119.834409352887,linear regression
61,159999.99999999997,179059.38259643214,-19059.382596432173,linear regression
62,144000.0,133839.62916368776,10160.370836312242,linear regression
63,199499.99999999994,174657.07457269542,24842.925427304523,linear regression
64,294000.00000000064,264812.55036476784,29187.4496352328,linear regression
65,225000.00000000015,200261.09549064212,24738.90450935802,linear regression
66,135499.9999999998,130886.66154069547,4613.33845930433,linear regression
67,555000.0000000002,537664.6391787898,17335.36082121043,linear regression
68,145000.00000000012,132134.87521139518,12865.124788604939,linear regression
69,104999.99999999997,131882.29232175436,-26882.292321754387,linear regression
70,88249.99999999997,76390.96159442539,11859.038405574582,linear regression
71,257000.00000000058,240763.47927790874,16236.520722091838,linear regression
72,183000.00000000047,187559.83614897996,-4559.836148979492,linear regression
73,219999.99999999983,232150.24409759074,-12150.244097590912,linear regression
74,156499.99999999985,161749.84287361222,-5249.842873612361,linear regression
75,235000.0,251046.93444441847,-16046.934444418468,linear regression
76,79000.00000000006,93202.63449293998,-14202.63449293992,linear regression
77,185000.00000000006,195454.26230082675,-10454.262300826696,linear regression
78,134500.00000000006,137626.60222776647,-3126.602227766416,linear regression
79,119200.00000000007,118519.47861469456,680.5213853055175,linear regression
80,204499.99999999997,195336.51864314673,9163.48135685324,linear regression
81,155000.00000000012,170725.7223328248,-15725.722332824691,linear regression
82,139499.9999999999,147341.0792048478,-7841.079204847891,linear regression
83,199999.99999999997,226674.84487254533,-26674.844872545364,linear regression
84,161000.00000000006,167597.1395902524,-6597.139590252336,linear regression
85,210400.0,203757.94096673062,6642.059033269383,linear regression
86,118000.00000000009,134864.38410083772,-16864.384100837633,linear regression
87,138000.0000000003,152677.21162605216,-14677.211626051867,linear regression
88,122000.00000000003,114326.78228226744,7673.217717732594,linear regression
89,128900.00000000026,132316.24541861942,-3416.245418619161,linear regression
90,103000.00000000001,95672.89261981759,7327.107380182424,linear regression
91,177999.99999999994,195051.38405083513,-17051.384050835186,linear regression
92,236499.99999999983,257963.729306241,-21463.729306241177,linear regression
93,259999.9999999998,269889.7970952093,-9889.797095209506,linear regression
94,184000.00000000015,171233.17971799584,12766.820282004308,linear regression
95,91900.00000000019,97080.09248421612,-5180.092484215929,linear regression
96,52000.00000000013,73537.1499473194,-21537.149947319267,linear regression
97,139999.9999999999,137604.98123283792,2395.0187671619933,linear regression
98,118000.00000000009,119098.12145901722,-1098.1214590171294,linear regression
99,144000.0,140371.79078327861,3628.209216721385,linear regression
100,225999.9999999998,219973.24175656517,6026.758243434626,linear regression
101,159000.00000000026,181838.78670191878,-22838.78670191852,linear regression
102,181134.00000000003,200162.06887403724,-19028.068874037213,linear regression
103,139000.00000000026,134859.8720352769,4140.1279647233605,linear regression
104,92000.00000000007,87287.93280740497,4712.067192595103,linear regression
105,231713.00000000032,219530.27361406767,12182.726385932649,linear regression
106,185000.00000000006,177208.31208335573,7791.687916644325,linear regression
107,217500.0000000002,223517.15788709972,-6017.1578870995145,linear regression
108,64999.999999999956,75583.58645682193,-10583.58645682197,linear regression
109,159899.9999999999,153599.4604388274,6300.539561172511,linear regression
110,178739.99999999997,173157.61047681648,5582.38952318349,linear regression
111,159000.00000000026,144542.03421950777,14457.965780492494,linear regression
112,336000.00000000006,324724.002361166,11275.997638834058,linear regression
113,174499.99999999994,177376.81957784132,-2876.819577841379,linear regression
114,224499.99999999985,221240.773428173,3259.2265718268463,linear regression
115,137500.00000000012,144463.47478816158,-6963.47478816146,linear regression
116,214000.00000000017,204635.34777076967,9364.652229230502,linear regression
117,177500.00000000015,176232.6926866899,1267.3073133102444,linear regression
118,207500.0000000001,194982.91340159765,12517.086598402442,linear regression
119,95000.00000000001,85998.60387213691,9001.396127863103,linear regression
120,129499.99999999983,127304.54132735076,2195.458672649067,linear regression
121,210000.0,193124.25637402342,16875.743625976582,linear regression
122,167999.9999999999,176448.73462650954,-8448.734626509628,linear regression
123,286500.0000000001,314636.06072453,-28136.060724529903,linear regression
124,167300.00000000003,184370.95284498177,-17070.952844981744,linear regression
125,142500.00000000012,135577.20915577727,6922.790844222851,linear regression
126,147982.9999999997,130066.89408616404,17916.105913835665,linear regression
127,159999.99999999997,150772.9048305824,9227.09516941756,linear regression
128,96899.99999999999,103433.77555415023,-6533.775554150241,linear regression
129,127500.00000000001,148118.43942852717,-20618.439428527156,linear regression
130,215000.0,215978.23550198582,-978.2355019858223,linear regression
131,342000.0000000002,379655.4515788808,-37655.4515788806,linear regression
132,188000.00000000012,204076.0139649689,-16076.013964968792,linear regression
133,115500.00000000009,109251.34982353191,6248.650176468174,linear regression
134,158500.00000000026,160611.55404732618,-2111.554047325917,linear regression
135,144000.0,158688.3437526258,-14688.343752625806,linear regression
136,84999.99999999996,49364.38907662536,35635.610923374596,linear regression
137,159999.99999999997,84338.15059776272,75661.84940223725,linear regression
138,111249.99999999985,114719.86977624049,-3469.8697762406373,linear regression
139,148000.0000000004,138040.9506300571,9959.0493699433,linear regression
140,135499.9999999998,153068.2969020752,-17568.29690207541,linear regression
141,163999.99999999988,188963.33864844588,-24963.33864844599,linear regression
142,145000.00000000012,142708.9987874765,2291.00121252361,linear regression
143,159000.00000000026,169117.5602863292,-10117.560286328924,linear regression
144,369999.9999999991,323073.73279765365,46926.26720234548,linear regression
145,124999.99999999967,129886.37395616506,-4886.373956165393,linear regression
146,165499.99999999988,174084.77353768898,-8584.773537689092,linear regression
147,466499.99999999965,486495.5913144975,-19995.59131449787,linear regression
148,164700.0000000001,168384.5887819168,-3684.588781916711,linear regression
149,176432.00000000047,175432.15165084423,999.8483491562365,linear regression
150,279499.9999999994,269443.62026385247,10056.379736146948,linear regression
151,183600.00000000006,170444.42538768178,13155.574612318276,linear regression
152,130000.00000000032,121146.59609265695,8853.403907343367,linear regression
153,246990.00000000055,212036.19157889273,34953.808421107824,linear regression
154,210899.99999999997,209013.13175343184,1886.868246568134,linear regression
155,206999.99999999994,204313.00770990257,2686.992290097376,linear regression
156,235000.0,303901.96943123295,-68901.96943123295,linear regression
157,179900.00000000038,166544.91716007888,13355.082839921495,linear regression
158,100000.00000000004,117126.22276657636,-17126.22276657632,linear regression
159,202500.00000000047,194061.57838610557,8438.421613894898,linear regression
160,254900.0000000001,244572.76615909257,10327.233840907516,linear regression
161,210000.0,206468.020090368,3531.9799096320057,linear regression
162,139499.9999999999,137055.8501636621,2444.149836337805,linear regression
163,93500.00000000009,82455.25870250943,11044.741297490662,linear regression
164,149899.99999999974,127057.93307540483,22842.06692459491,linear regression
165,80000.0,80571.55919274781,-571.559192747809,linear regression
166,335000.0000000004,344038.3692052923,-9038.369205291907,linear regression
167,139999.9999999999,144913.31682986676,-4913.316829866846,linear regression
168,465000.00000000023,443283.834476427,21716.165523573232,linear regression
169,112999.99999999993,109045.01657120485,3954.98342879508,linear regression
170,212999.00000000003,213473.0810772596,-474.0810772595578,linear regression
171,133999.9999999999,118147.93265051079,15852.067349489123,linear regression
172,402860.9999999999,407439.23562300426,-4578.235623004381,linear regression
173,378499.99999999965,336686.81790819246,41813.18209180719,linear regression
174,118999.99999999993,103630.01281533783,15369.987184662095,linear regression
175,211999.9999999998,216144.6858431146,-4144.685843114799,linear regression
176,307000.00000000047,287395.13393902255,19604.866060977918,linear regression
177,319000.0,364502.6856918535,-45502.68569185352,linear regression
178,135000.0000000002,130124.89503711331,4875.104962886893,linear regression
179,145000.00000000012,161004.44632916868,-16004.446329168568,linear regression
180,156000.00000000026,148789.67359794347,7210.326402056788,linear regression
181,131000.0000000002,141965.75649849695,-10965.756498496747,linear regression
182,105499.99999999974,94618.66408835365,10881.335911646092,linear regression
183,185750.00000000035,177358.95846485312,8391.041535147233,linear regression
184,95000.00000000001,100723.41756154066,-5723.417561540642,linear regression
185,136500.0000000003,139793.34997671703,-3293.3499767167377,linear regression
186,143000.00000000035,145619.70279570503,-2619.702795704681,linear regression
187,156931.99999999977,170054.88659650038,-13122.886596500612,linear regression
188,114999.99999999971,116776.49881645147,-1776.4988164517563,linear regression
189,135000.0000000002,134263.91331610508,736.0866838951188,linear regression
190,172999.9999999999,146810.95338192247,26189.04661807744,linear regression
191,311500.0000000001,254443.72790311003,57056.27209689008,linear regression
192,184000.00000000015,193888.46408623207,-9888.464086231921,linear regression
193,217300.00000000003,236579.74971246766,-19279.74971246763,linear regression
194,153999.99999999988,162054.2744193685,-8054.274419368623,linear regression
195,213000.00000000052,231178.23212092766,-18178.232120927132,linear regression
196,409900.00000000006,374008.02201090404,35891.97798909602,linear regression
197,214000.00000000017,228319.0044273622,-14319.00442736203,linear regression
198,127999.99999999997,123101.68630006412,4898.313699935854,linear regression
199,250000.00000000023,251290.0794471146,-1290.0794471143745,linear regression
200,195000.00000000006,228343.50824859022,-33343.508248590166,linear regression
201,122000.00000000003,110239.25591391121,11760.744086088816,linear regression
202,179664.99999999988,216843.7738156698,-37178.773815669905,linear regression
203,181000.00000000006,194391.9808912631,-13391.980891263054,linear regression
204,187000.00000000012,166884.2957772491,20115.704222751025,linear regression
205,125999.9999999997,111688.81346223656,14311.186537763133,linear regression
206,122600.00000000006,122087.08687088004,512.9131291200174,linear regression
207,289999.99999999936,310974.0625571801,-20974.06255718076,linear regression
208,235128.0,210857.28996656713,24270.71003343287,linear regression
209,305999.9999999998,290077.0853809349,15922.914619064948,linear regression
210,185000.00000000006,184378.6760122271,621.3239877729502,linear regression
211,224000.0,225877.89351052756,-1877.8935105275596,linear regression
212,130000.00000000032,170566.61696607593,-40566.61696607561,linear regression
213,142000.0,134427.86173779846,7572.138262201537,linear regression
214,123000.00000000009,122988.40943681763,11.590563182457117,linear regression
215,189999.9999999999,191439.91252534208,-1439.9125253421662,linear regression
216,167999.9999999999,174657.52560785043,-6657.525607850519,linear regression
217,151999.99999999977,139228.09664869934,12771.903351300425,linear regression
218,117250.00000000003,141772.88281457647,-24522.882814576442,linear regression
219,198000.00000000006,214189.52623586496,-16189.526235864905,linear regression
220,259999.9999999998,234123.15233882805,25876.84766117175,linear regression
221,87999.9999999998,99878.86611717868,-11878.866117178884,linear regression
222,171500.0,163043.37800945961,8456.621990540385,linear regression
223,238999.99999999962,253829.01630525957,-14829.016305259953,linear regression
224,244600.00000000006,226171.14784575865,18428.85215424141,linear regression
225,123000.00000000009,141618.53558212068,-18618.53558212059,linear regression
226,99000.00000000004,113098.49986799265,-14098.499867992607,linear regression
227,198599.99999999997,209706.79615114903,-11106.796151149058,linear regression
228,172499.99999999985,191564.22433017334,-19064.224330173485,linear regression
229,104999.99999999997,119459.2021819403,-14459.20218194033,linear regression
230,300000.0000000003,289398.0297071422,10601.970292858081,linear regression
231,109999.99999999971,117813.51732902344,-7813.517329023729,linear regression
232,155000.00000000012,164087.28111780234,-9087.281117802224,linear regression
233,455000.0,505706.605038611,-50706.605038610986,linear regression
234,208999.99999999988,207024.55000404353,1975.4499959563545,linear regression
235,153999.99999999988,187813.46159060628,-33813.4615906064,linear regression
236,297000.0000000002,288554.0581416652,8445.94185833499,linear regression
237,187000.00000000012,150431.49755787177,36568.502442128345,linear regression
238,125999.9999999997,125864.81202176359,135.18797823610657,linear regression
239,159000.00000000026,151590.91092537876,7409.089074621501,linear regression
240,198899.99999999997,180698.58647514202,18201.413524857955,linear regression
241,127999.99999999997,143762.6102961567,-15762.610296156723,linear regression
242,140999.99999999968,146757.27424529917,-5757.274245299486,linear regression
243,144000.0,142663.29917711273,1336.7008228872728,linear regression
244,109999.99999999971,125970.75796769795,-15970.757967698242,linear regression
245,151000.00000000006,168261.68535433608,-17261.68535433602,linear regression
246,125999.9999999997,140369.93488298426,-14369.93488298457,linear regression
247,611657.0000000003,491796.4362025452,119860.56379745516,linear regression
248,199999.99999999997,196269.3783882214,3730.621611778566,linear regression
249,244999.99999999997,231991.3891561577,13008.610843842267,linear regression
250,165000.00000000015,167804.71358181315,-2804.7135818130046,linear regression
251,130000.00000000032,123706.83885453391,6293.161145466409,linear regression
252,94900.00000000016,98710.61604266934,-3810.6160426691786,linear regression
253,131999.9999999999,132848.03007623943,-848.03007623952,linear regression
254,155000.00000000012,153445.47733647158,1554.5226635285362,linear regression
255,247899.99999999974,245091.6130989717,2808.386901028047,linear regression
256,126999.99999999991,134624.27145529407,-7624.271455294162,linear regression
257,98000.00000000003,119559.86541331172,-21559.865413311694,linear regression
258,131000.0000000002,123091.67396086542,7908.326039134787,linear regression
259,148499.99999999988,135940.57514576666,12559.42485423322,linear regression
260,108000.00000000001,95981.90314931764,12018.09685068237,linear regression
261,162999.9999999996,152474.0022155872,10525.997784412379,linear regression
262,119500.00000000029,121036.68233886024,-1536.6823388599441,linear regression
263,501837.00000000023,450456.90475934354,51380.095240656694,linear regression
264,370878.00000000006,345449.2297078086,25428.770292191475,linear regression
265,167000.0000000001,162838.3248936793,4161.675106320792,linear regression
266,130000.00000000032,151315.0811118879,-21315.081111887586,linear regression
267,125999.9999999997,114953.62094833971,11046.379051659984,linear regression
268,184099.99999999988,195137.57234365912,-11037.572343659238,linear regression
269,169985.00000000015,185385.5520016134,-15400.55200161325,linear regression
270,133000.00000000012,122165.92773065131,10834.072269348806,linear regression
271,126999.99999999991,103541.10915008173,23458.890849918185,linear regression
272,269499.9999999999,284477.6420397584,-14977.642039758503,linear regression
273,202999.99999999956,198641.4110190972,4358.588980902365,linear regression
274,109999.99999999971,109943.54371489081,56.456285108899465,linear regression
275,143500.0000000001,167950.78487070277,-24450.784870702686,linear regression
276,429999.9999999995,486253.0356417854,-56253.035641785944,linear regression
277,156999.99999999994,150254.97757285475,6745.022427145188,linear regression
278,99499.99999999984,98920.06063469789,579.9393653019506,linear regression
279,159899.9999999999,188182.64648624498,-28282.646486245067,linear regression
280,324999.9999999993,326625.9343064277,-1625.9343064284185,linear regression
281,159899.9999999999,133065.66623805824,26834.33376194167,linear regression
282,345473.99999999924,384400.3966410569,-38926.39664105768,linear regression
283,235000.0,191292.998551929,43707.00144807101,linear regression
284,111000.00000000004,99769.75690302868,11230.24309697136,linear regression
285,118999.99999999993,129006.19993165224,-10006.199931652314,linear regression
286,135000.0000000002,182525.47528071015,-47525.47528070994,linear regression
287,254900.0000000001,232434.09741898446,22465.90258101563,linear regression
288,188500.00000000038,203983.01095783932,-15483.010957838938,linear regression
289,152499.9999999999,168657.89237604008,-16157.892376040167,linear regression
290,250000.00000000023,280784.3626554798,-30784.362655479577,linear regression
291,185088.00000000003,194404.84045354123,-9316.840453541197,linear regression
292,108000.00000000001,109876.67870264356,-1876.6787026435486,linear regression
293,173733.0,170149.5033345609,3583.496665439103,linear regression
294,255900.00000000006,247511.38042335067,8388.619576649391,linear regression
295,123000.00000000009,128599.93222307485,-5599.932223074764,linear regression
296,170440.00000000006,173502.14190447156,-3062.1419044715003,linear regression
297,148399.99999999997,191582.88729654817,-43182.8872965482,linear regression
298,121500.00000000007,115684.23119237812,5815.768807621949,linear regression
299,264499.9999999999,251553.2624989195,12946.73750108038,linear regression
300,162000.00000000012,151909.01703073079,10090.982969269331,linear regression
301,89499.99999999987,95973.7582482857,-6473.758248285827,linear regression
302,122000.00000000003,129754.11020145431,-7754.110201454285,linear regression
303,175000.00000000012,177492.0615010836,-2492.061501083488,linear regression
304,212299.9999999999,221955.72010502988,-9655.720105029963,linear regression
305,139999.9999999999,139829.30735973106,170.69264026885503,linear regression
306,244000.00000000003,215908.16761863482,28091.83238136521,linear regression
307,280000.0,276421.5383100855,3578.4616899145185,linear regression
308,43999.99999999997,38674.18615593185,5325.813844068121,linear regression
309,114999.99999999971,119424.04819342896,-4424.0481934292475,linear regression
310,276999.9999999998,349174.4707142599,-72174.47071426007,linear regression
311,90000.00000000001,104999.2183323119,-14999.21833231188,linear regression
312,171999.99999999988,152643.54267670435,19356.45732329553,linear regression
313,159000.00000000026,144316.6503038359,14683.349696164369,linear regression
314,81000.00000000007,93901.17730676573,-12901.177306765661,linear regression
315,284999.99999999994,298851.5740589441,-13851.574058944185,linear regression
316,161499.99999999985,168209.16619481205,-6709.166194812191,linear regression
317,118999.99999999993,133309.2633848738,-14309.263384873877,linear regression
318,106499.99999999996,94249.91088036416,12250.089119635799,linear regression
319,172999.9999999999,175952.556845927,-2952.556845927087,linear regression
320,230000.0000000001,232671.13906294134,-2671.139062941249,linear regression
321,176000.00000000006,173941.42026503195,2058.579734968109,linear regression
322,84000.00000000017,82709.04183274056,1290.9581672596105,linear regression
323,243500.00000000015,256041.18278298667,-12541.182782986521,linear regression
324,173999.99999999997,173569.7395927645,430.2604072354734,linear regression
325,131499.99999999997,138764.62758426726,-7264.627584267291,linear regression
326,118964.0000000001,116127.25517001751,2836.744829982592,linear regression
327,123999.99999999984,129397.82119385219,-5397.8211938523455,linear regression
328,119899.9999999999,127866.01368068029,-7966.013680680393,linear regression
329,185101.00000000047,185969.70015401993,-868.7001540194615,linear regression
330,206299.99999999988,193878.27127917134,12421.728720828542,linear regression
331,92900.00000000006,78317.41288649385,14582.587113506204,linear regression
332,203999.99999999985,201453.47978765785,2546.520212342002,linear regression
333,98499.99999999999,89165.52921818651,9334.470781813478,linear regression
334,259999.9999999998,263176.42217983876,-3176.4221798389626,linear regression
335,142599.9999999999,145873.010029931,-3273.010029931087,linear regression
336,201000.00000000035,222451.59225917183,-21451.592259171477,linear regression
337,250000.00000000023,220156.31356773071,29843.68643226952,linear regression
338,165499.99999999988,175966.0466833504,-10466.04668335052,linear regression
339,79400.00000000009,81924.58681589703,-2524.586815896939,linear regression
340,276999.9999999998,239634.7338081735,37365.26619182632,linear regression
341,131999.9999999999,119498.43426918294,12501.565730816976,linear regression
342,219999.99999999983,187601.31584387782,32398.684156122006,linear regression
343,228000.00000000003,233538.73432687623,-5538.734326876205,linear regression
344,188000.00000000012,193671.96699185087,-5671.966991850757,linear regression
345,95999.99999999996,95282.1343424977,717.8656575022615,linear regression
346,142000.0,159619.79500880314,-17619.795008803136,linear regression
347,174499.99999999994,183604.15161486727,-9104.151614867325,linear regression
348,156499.99999999985,153750.75743785407,2749.2425621457805,linear regression
349,120000.00000000025,123194.15785703661,-3194.1578570363636,linear regression
350,118999.99999999993,114759.81718249328,4240.182817506648,linear regression
351,158000.00000000023,171175.28657478455,-13175.286574784317,linear regression
352,140500.00000000003,140638.47248832128,-138.4724883212475,linear regression
353,125500.00000000006,114548.46315544283,10951.536844557224,linear regression
354,96500.00000000003,87749.63483249185,8750.365167508178,linear regression
355,172999.9999999999,181338.63656151394,-8338.636561514024,linear regression
356,214000.00000000017,210017.3184505765,3982.6815494236653,linear regression
357,133000.00000000012,123543.26323789971,9456.736762100409,linear regression
358,123000.00000000009,124851.82044537949,-1851.8204453794024,linear regression
359,286000.00000000023,290524.68329563545,-4524.6832956352155,linear regression
360,112999.99999999993,128198.49941034222,-15198.499410342294,linear regression
361,111500.00000000028,117821.77265552462,-6321.772655524343,linear regression
362,215000.0,222316.77687117484,-7316.776871174836,linear regression
363,337500.00000000006,359762.63128491194,-22262.631284911884,linear regression
364,148000.0000000004,166944.89454835435,-18944.894548353943,linear regression
365,138000.0000000003,134545.9139892621,3454.0860107381886,linear regression
366,90000.00000000001,89841.9187475456,158.08125245441624,linear regression
367,189999.9999999999,173864.29329296912,16135.706707030797,linear regression
368,237499.99999999985,246543.35295949035,-9043.352959490498,linear regression
369,360000.0000000001,370524.48042543634,-10524.480425436224,linear regression
370,135000.0000000002,120605.62431737702,14394.375682623184,linear regression
371,87999.9999999998,84400.60231877609,3599.397681223709,linear regression
372,402999.9999999999,363920.16751590266,39079.83248409722,linear regression
373,383970.0000000003,351948.28401628823,32021.715983712056,linear regression
374,93849.99999999994,80714.18951958454,13135.810480415399,linear regression
375,134500.00000000006,127675.33648396532,6824.663516034736,linear regression
376,175000.00000000012,195773.09694650894,-20773.096946508827,linear regression
377,177999.99999999994,175405.2896084493,2594.710391550645,linear regression
378,158000.00000000023,172450.07864029912,-14450.078640298889,linear regression
379,110500.00000000001,115499.10643329505,-4999.106433295034,linear regression
380,59999.99999999991,41018.275663083405,18981.724336916508,linear regression
381,334000.0000000002,304440.2701588465,29559.72984115366,linear regression
382,156820.0000000001,176313.0333821123,-19493.03338211222,linear regression
383,281213.0000000002,281916.4917823183,-703.4917823181022,linear regression
384,148000.0000000004,139967.9370254003,8032.062974600121,linear regression
385,153499.9999999997,137416.24742353498,16083.752576464729,linear regression
386,182899.99999999974,198539.75461776636,-15639.754617766623,linear regression
387,188900.00000000023,174990.28001894255,13909.719981057686,linear regression
388,165499.99999999988,163860.54253187863,1639.4574681212544,linear regression
389,153999.99999999988,161577.44029478883,-7577.440294788947,linear regression
390,339999.99999999994,297964.15921998926,42035.84078001068,linear regression
391,205950.00000000012,215544.07782070973,-9594.077820709615,linear regression
392,196000.0000000001,192297.11097264363,3702.889027356461,linear regression
393,95999.99999999996,94551.77638890786,1448.223611092093,linear regression
394,143000.00000000035,152291.30068107942,-9291.300681079068,linear regression
395,348000.0000000002,309005.3855405521,38994.61445944809,linear regression
396,165000.00000000015,149685.50763466387,15314.492365336278,linear regression
397,269999.9999999996,292744.2074907085,-22744.20749070891,linear regression
398,119163.99999999999,121452.26246544255,-2288.26246544256,linear regression
399,140999.99999999968,159548.1113489673,-18548.11134896762,linear regression
400,165999.99999999974,172689.73471804176,-6689.734718042018,linear regression
401,155000.00000000012,148370.9058576634,6629.0941423367185,linear regression
402,159999.99999999997,156576.20595330515,3423.7940466948203,linear regression
403,109000.0,123750.79058264787,-14750.790582647867,linear regression
404,155000.00000000012,154078.94794404993,921.0520559501892,linear regression
405,275000.0000000002,287291.7213093433,-12291.72130934312,linear regression
406,185499.99999999994,192287.11674402177,-6787.116744021827,linear regression
407,231999.99999999956,239551.8439963888,-7551.843996389245,linear regression
408,133000.00000000012,128239.7444649833,4760.255535016811,linear regression
409,148000.0000000004,142255.958389027,5744.0416109734215,linear regression
410,133999.9999999999,148262.01688185096,-14262.016881851043,linear regression
411,227000.0,207895.06699402418,19104.93300597582,linear regression
412,192499.99999999997,193287.85175622717,-787.8517562272027,linear regression
413,132499.9999999999,129991.24181014673,2508.758189853179,linear regression
414,222000.00000000023,227286.93540119575,-5286.935401195515,linear regression
415,145000.00000000012,149230.11300784445,-4230.113007844338,linear regression
416,139950.00000000032,135778.72677473078,4171.273225269542,linear regression
417,72000.00000000009,70268.34840314722,1731.6515968528693,linear regression
418,155000.00000000012,168225.07149974644,-13225.071499746322,linear regression
419,167499.99999999997,158853.95711321646,8646.042886783514,linear regression
420,191000.00000000015,189174.9974109752,1825.0025890249526,linear regression
421,125999.9999999997,129482.84567931984,-3482.8456793201476,linear regression
422,214000.00000000017,220058.28000181486,-6058.280001814681,linear regression
423,114500.00000000012,131227.180396021,-16727.180396020878,linear regression
424,181000.00000000006,196406.15417764554,-15406.154177645483,linear regression
425,99900.00000000013,93303.99533214889,6596.004667851244,linear regression
426,142000.0,130211.848679153,11788.151320846999,linear regression
427,138499.9999999999,126100.0276849812,12399.972315018706,linear regression
428,156000.00000000026,175449.71434049756,-19449.714340497303,linear regression
429,127500.00000000001,121422.0144878103,6077.985512189713,linear regression
430,200500.00000000026,223618.11022731374,-23118.110227313475,linear regression
431,221000.00000000006,235753.0311545661,-14753.031154566037,linear regression
432,155000.00000000012,160960.09256166272,-5960.092561662605,linear regression
433,129850.00000000003,120356.90415721128,9493.095842788753,linear regression
434,100999.99999999984,103145.28828615557,-2145.28828615573,linear regression
435,143000.00000000035,156945.9063902722,-13945.906390271848,linear regression
436,145000.00000000012,145506.71658841756,-506.7165884174465,linear regression
437,100000.00000000004,107573.01645101704,-7573.016451017,linear regression
438,59999.99999999991,102025.72171004058,-42025.72171004067,linear regression
439,582932.9999999995,457390.74174247344,125542.25825752609,linear regression
440,133999.9999999999,137177.10224962598,-3177.1022496260703,linear regression
441,143750.0000000001,143494.69218537072,255.3078146293701,linear regression
442,129499.99999999983,116068.56209693012,13431.437903069702,linear regression
443,139000.00000000026,136150.49741511975,2849.502584880509,linear regression
