House_Index,Actual,Predicted,Residual,Model
67,555000.0000000002,456493.44300796266,98506.55699203757,Random Forest
68,145000.00000000012,135374.45850902845,9625.541490971664,Random Forest
69,104999.99999999997,122135.00728860256,-17135.00728860259,Random Forest
70,88249.99999999997,80055.41433879593,8194.585661204037,Random Forest
71,257000.00000000058,287889.62553850666,-30889.62553850608,Random Forest
72,183000.00000000047,191799.09011022458,-8799.090110224119,Random Forest
73,219999.99999999983,259302.25339177324,-39302.25339177341,Random Forest
74,156499.99999999985,150905.75797720175,5594.242022798106,Random Forest
75,235000.0,219097.95110334162,15902.04889665838,Random Forest
76,79000.00000000006,117109.04244721585,-38109.04244721579,Random Forest
77,185000.00000000006,192260.38941312718,-7260.389413127123,Random Forest
78,134500.00000000006,135792.72332412127,-1292.7233241212089,Random Forest
79,119200.00000000007,125165.46757003265,-5965.467570032575,Random Forest
80,204499.99999999997,205290.217452864,-790.2174528640171,Random Forest
81,155000.00000000012,169171.40957494528,-14171.409574945166,Random Forest
82,139499.9999999999,140763.84118292187,-1263.841182921955,Random Forest
83,199999.99999999997,196776.7091169548,3223.290883045178,Random Forest
84,161000.00000000006,165067.16760540064,-4067.16760540058,Random Forest
85,210400.0,198755.89890969545,11644.101090304554,Random Forest
86,118000.00000000009,126944.5611043508,-8944.561104350709,Random Forest
87,138000.0000000003,145617.9636127028,-7617.9636127025005,Random Forest
88,122000.00000000003,125022.39378390911,-3022.3937839090795,Random Forest
89,128900.00000000026,117540.82563044975,11359.174369550514,Random Forest
90,103000.00000000001,98553.94694549174,4446.053054508273,Random Forest
91,177999.99999999994,197059.04582605045,-19059.04582605051,Random Forest
92,236499.99999999983,184394.1737082547,52105.82629174512,Random Forest
93,259999.9999999998,253917.6202915375,6082.3797084623075,Random Forest
94,184000.00000000015,195707.3077284498,-11707.307728449669,Random Forest
95,91900.00000000019,83844.51641665839,8055.483583341804,Random Forest
96,52000.00000000013,79279.05026555198,-27279.05026555185,Random Forest
97,139999.9999999999,156211.91408631206,-16211.914086312143,Random Forest
98,118000.00000000009,117533.41978387574,466.5802161243482,Random Forest
99,144000.0,147247.1049459207,-3247.104945920699,Random Forest
100,225999.9999999998,207306.00719531113,18693.992804688663,Random Forest
101,159000.00000000026,179301.71834637737,-20301.718346377107,Random Forest
102,181134.00000000003,189334.05356330812,-8200.053563308087,Random Forest
103,139000.00000000026,132333.9534572257,6666.046542774566,Random Forest
104,92000.00000000007,110211.59092572673,-18211.59092572666,Random Forest
105,231713.00000000032,229410.82767073164,2302.17232926868,Random Forest
106,185000.00000000006,174940.53688304883,10059.463116951229,Random Forest
107,217500.0000000002,188888.60512653622,28611.394873463985,Random Forest
108,64999.999999999956,73477.40438606369,-8477.404386063732,Random Forest
109,159899.9999999999,135076.83805174092,24823.16194825899,Random Forest
110,178739.99999999997,192530.87444770453,-13790.874447704555,Random Forest
111,159000.00000000026,144236.35447143388,14763.645528566383,Random Forest
112,336000.00000000006,327736.2454034559,8263.754596544139,Random Forest
113,174499.99999999994,169703.43385754604,4796.566142453899,Random Forest
114,224499.99999999985,159907.1462603232,64592.85373967665,Random Forest
115,137500.00000000012,149434.95618415732,-11934.9561841572,Random Forest
116,214000.00000000017,199525.43992647514,14474.560073525034,Random Forest
117,177500.00000000015,165172.18561862124,12327.814381378907,Random Forest
118,207500.0000000001,194357.2993731012,13142.700626898877,Random Forest
119,95000.00000000001,125088.21693851623,-30088.216938516212,Random Forest
120,129499.99999999983,124324.37332218923,5175.626677810593,Random Forest
121,210000.0,171882.5222930324,38117.47770696759,Random Forest
122,167999.9999999999,148825.53388980194,19174.466110197973,Random Forest
123,286500.0000000001,306506.73834412714,-20006.73834412702,Random Forest
124,167300.00000000003,175998.52344040672,-8698.523440406687,Random Forest
125,142500.00000000012,141302.98322255968,1197.01677744044,Random Forest
126,147982.9999999997,139613.3683908469,8369.631609152799,Random Forest
127,159999.99999999997,169458.33726512466,-9458.33726512469,Random Forest
128,96899.99999999999,99588.6039725047,-2688.603972504716,Random Forest
129,127500.00000000001,142531.17247717743,-15031.172477177417,Random Forest
130,215000.0,212457.7133118978,2542.2866881022055,Random Forest
131,342000.0000000002,346096.3203164043,-4096.320316404104,Random Forest
132,188000.00000000012,180857.51588359303,7142.484116407082,Random Forest
133,115500.00000000009,113564.64885640159,1935.3511435984983,Random Forest
134,158500.00000000026,154643.62263198863,3856.3773680116283,Random Forest
135,144000.0,138122.8078006782,5877.192199321813,Random Forest
136,84999.99999999996,89616.40439295647,-4616.404392956509,Random Forest
137,159999.99999999997,146064.89494033865,13935.10505966132,Random Forest
138,111249.99999999985,114247.42217733311,-2997.422177333254,Random Forest
139,148000.0000000004,146921.080858904,1078.9191410964122,Random Forest
140,135499.9999999998,137087.9217661742,-1587.9217661744042,Random Forest
141,163999.99999999988,161733.39421245325,2266.605787546636,Random Forest
142,145000.00000000012,139157.0804107774,5842.919589222729,Random Forest
143,159000.00000000026,145466.30389515075,13533.696104849514,Random Forest
144,369999.9999999991,350515.57672141044,19484.423278588685,Random Forest
145,124999.99999999967,146704.08693882855,-21704.086938828885,Random Forest
146,165499.99999999988,168257.1171903774,-2757.117190377525,Random Forest
147,466499.99999999965,472893.57024758065,-6393.570247580996,Random Forest
148,164700.0000000001,157789.75585004088,6910.24414995921,Random Forest
149,176432.00000000047,176052.49468907266,379.50531092780875,Random Forest
150,279499.9999999994,260642.43977519794,18857.560224801477,Random Forest
151,183600.00000000006,186844.914296489,-3244.914296488947,Random Forest
152,130000.00000000032,119494.48812287167,10505.51187712865,Random Forest
153,246990.00000000055,225482.52717393512,21507.472826065437,Random Forest
154,210899.99999999997,233701.1392453337,-22801.139245333732,Random Forest
155,206999.99999999994,200149.78267642888,6850.217323571065,Random Forest
156,235000.0,309666.0419159533,-74666.04191595328,Random Forest
157,179900.00000000038,171326.3694274727,8573.630572527676,Random Forest
158,100000.00000000004,135912.25127995288,-35912.251279952834,Random Forest
159,202500.00000000047,188170.4401112881,14329.559888712363,Random Forest
160,254900.0000000001,253803.48949122042,1096.5105087796692,Random Forest
161,210000.0,202194.65665375348,7805.343346246518,Random Forest
162,139499.9999999999,133974.14253092397,5525.8574690759415,Random Forest
163,93500.00000000009,89800.01345685188,3699.986543148203,Random Forest
164,149899.99999999974,134006.71731371654,15893.2826862832,Random Forest
165,80000.0,83992.28277378101,-3992.282773781015,Random Forest
166,335000.0000000004,270182.19592394936,64817.80407605105,Random Forest
167,139999.9999999999,146294.5046076546,-6294.5046076547005,Random Forest
168,465000.00000000023,407702.03477778437,57297.96522221586,Random Forest
169,112999.99999999993,116316.22807858961,-3316.2280785896874,Random Forest
170,212999.00000000003,228001.2809839123,-15002.280983912264,Random Forest
171,133999.9999999999,111804.01340967687,22195.98659032304,Random Forest
172,402860.9999999999,393545.69951165776,9315.300488342124,Random Forest
173,378499.99999999965,371504.9931313532,6995.006868646422,Random Forest
174,118999.99999999993,117285.33400801553,1714.665991984395,Random Forest
175,211999.9999999998,198805.57816765146,13194.421832348336,Random Forest
176,307000.00000000047,289395.5017399179,17604.49826008256,Random Forest
177,319000.0,296671.52673917724,22328.473260822764,Random Forest
178,135000.0000000002,128409.15549297012,6590.84450703008,Random Forest
179,145000.00000000012,146029.04089348362,-1029.0408934834995,Random Forest
180,156000.00000000026,143454.83397694243,12545.166023057827,Random Forest
181,131000.0000000002,144592.23619630956,-13592.236196309357,Random Forest
182,105499.99999999974,100188.0200075344,5311.979992465334,Random Forest
183,185750.00000000035,162014.1608058539,23735.83919414645,Random Forest
184,95000.00000000001,102735.11971346337,-7735.119713463355,Random Forest
185,136500.0000000003,138026.25559959095,-1526.2555995906587,Random Forest
186,143000.00000000035,145612.5897128738,-2612.5897128734505,Random Forest
187,156931.99999999977,168348.51710620272,-11416.517106202955,Random Forest
188,114999.99999999971,120509.3297904254,-5509.329790425691,Random Forest
189,135000.0000000002,135742.734269799,-742.7342697987915,Random Forest
190,172999.9999999999,123404.81767535006,49595.18232464985,Random Forest
191,311500.0000000001,208567.87590576813,102932.12409423199,Random Forest
192,184000.00000000015,231797.8790871037,-47797.87908710356,Random Forest
193,217300.00000000003,216139.2948284463,1160.7051715537382,Random Forest
194,153999.99999999988,145293.88592795984,8706.114072040044,Random Forest
195,213000.00000000052,182834.10480778324,30165.895192217286,Random Forest
196,409900.00000000006,329359.1285791677,80540.87142083235,Random Forest
197,214000.00000000017,216692.74036716507,-2692.7403671648935,Random Forest
198,127999.99999999997,124296.64742778579,3703.3525722141785,Random Forest
199,250000.00000000023,262761.5919313198,-12761.591931319563,Random Forest
200,195000.00000000006,211898.61673919222,-16898.616739192163,Random Forest
201,122000.00000000003,163393.07980969668,-41393.07980969665,Random Forest
202,179664.99999999988,186851.12471524838,-7186.124715248501,Random Forest
203,181000.00000000006,190035.61102533038,-9035.61102533032,Random Forest
204,187000.00000000012,182925.72820906283,4074.2717909372877,Random Forest
205,125999.9999999997,107412.73572251068,18587.264277489012,Random Forest
206,122600.00000000006,126668.72689353209,-4068.7268935320317,Random Forest
207,289999.99999999936,291074.3670179096,-1074.3670179102337,Random Forest
208,235128.0,241418.82055801613,-6290.82055801613,Random Forest
209,305999.9999999998,315285.1744843942,-9285.174484394374,Random Forest
210,185000.00000000006,187084.0793178718,-2084.079317871743,Random Forest
211,224000.0,206543.88986522908,17456.11013477092,Random Forest
212,130000.00000000032,173939.67694317998,-43939.67694317966,Random Forest
213,142000.0,126781.72203609996,15218.277963900036,Random Forest
214,123000.00000000009,124868.35302789485,-1868.3530278947583,Random Forest
215,189999.9999999999,159311.16241739586,30688.837582604057,Random Forest
216,167999.9999999999,178055.8326761189,-10055.832676118996,Random Forest
217,151999.99999999977,156144.1072510724,-4144.107251072623,Random Forest
218,117250.00000000003,123287.02564539056,-6037.025645390531,Random Forest
219,198000.00000000006,228822.8505674995,-30822.850567499438,Random Forest
220,259999.9999999998,226948.69561517608,33051.304384823714,Random Forest
221,87999.9999999998,103034.44355622212,-15034.443556222323,Random Forest
222,171500.0,178560.0889392728,-7060.088939272799,Random Forest
223,238999.99999999962,206470.68239668972,32529.3176033099,Random Forest
224,244600.00000000006,238607.45446107895,5992.545538921113,Random Forest
225,123000.00000000009,144929.80727630615,-21929.807276306063,Random Forest
226,99000.00000000004,108741.93181514187,-9741.931815141827,Random Forest
227,198599.99999999997,199569.14515582728,-969.1451558273111,Random Forest
228,172499.99999999985,191257.68285605518,-18757.682856055326,Random Forest
229,104999.99999999997,129499.1621920208,-24499.162192020827,Random Forest
230,300000.0000000003,282081.6437862272,17918.356213773077,Random Forest
231,109999.99999999971,124419.28319825881,-14419.283198259101,Random Forest
232,155000.00000000012,166834.78882106848,-11834.78882106836,Random Forest
233,455000.0,386148.2549087832,68851.74509121681,Random Forest
234,208999.99999999988,202497.06015989458,6502.939840105304,Random Forest
235,153999.99999999988,172805.46422701882,-18805.464227018936,Random Forest
236,297000.0000000002,301882.4356888003,-4882.43568880012,Random Forest
237,187000.00000000012,149488.8918648483,37511.10813515182,Random Forest
238,125999.9999999997,129843.4575136799,-3843.4575136802014,Random Forest
239,159000.00000000026,150415.90108265303,8584.098917347234,Random Forest
240,198899.99999999997,202759.91330982262,-3859.913309822645,Random Forest
241,127999.99999999997,141593.74885577706,-13593.748855777085,Random Forest
242,140999.99999999968,134949.95016491303,6050.049835086655,Random Forest
243,144000.0,160721.8037060925,-16721.803706092498,Random Forest
244,109999.99999999971,118728.87325965281,-8728.873259653104,Random Forest
245,151000.00000000006,149565.80932090388,1434.1906790961802,Random Forest
246,125999.9999999997,138548.23048739778,-12548.23048739809,Random Forest
247,611657.0000000003,450373.31508471334,161283.684915287,Random Forest
248,199999.99999999997,216961.53997047304,-16961.539970473066,Random Forest
249,244999.99999999997,216757.74710422274,28242.25289577723,Random Forest
250,165000.00000000015,153927.65810275538,11072.341897244769,Random Forest
251,130000.00000000032,124850.48202504088,5149.517974959439,Random Forest
252,94900.00000000016,92310.76715806591,2589.232841934252,Random Forest
253,131999.9999999999,136973.25394300336,-4973.253943003452,Random Forest
254,155000.00000000012,154711.87626712478,288.1237328753341,Random Forest
255,247899.99999999974,254450.97989328543,-6550.979893285694,Random Forest
256,126999.99999999991,153585.25474701662,-26585.254747016705,Random Forest
257,98000.00000000003,112150.22082145218,-14150.220821452152,Random Forest
258,131000.0000000002,128542.28274686403,2457.717253136172,Random Forest
259,148499.99999999988,137369.473708808,11130.526291191898,Random Forest
260,108000.00000000001,100986.56937159048,7013.430628409536,Random Forest
261,162999.9999999996,151982.4963851346,11017.503614864982,Random Forest
262,119500.00000000029,132600.6136291344,-13100.61362913411,Random Forest
263,501837.00000000023,428284.9069933513,73552.09300664894,Random Forest
264,370878.00000000006,316209.58953717974,54668.41046282032,Random Forest
265,167000.0000000001,160228.48042571405,6771.519574286038,Random Forest
266,130000.00000000032,150386.0283803922,-20386.028380391886,Random Forest
267,125999.9999999997,122768.07191897552,3231.928081024176,Random Forest
268,184099.99999999988,194653.20700716213,-10553.207007162244,Random Forest
269,169985.00000000015,180252.6912052604,-10267.691205260257,Random Forest
270,133000.00000000012,120521.88854780082,12478.1114521993,Random Forest
271,126999.99999999991,119809.55346464517,7190.446535354742,Random Forest
272,269499.9999999999,272518.4537541862,-3018.453754186339,Random Forest
273,202999.99999999956,183717.10411872758,19282.89588127198,Random Forest
274,109999.99999999971,115217.76607681082,-5217.766076811109,Random Forest
275,143500.0000000001,140592.89905991007,2907.100940090022,Random Forest
276,429999.9999999995,304892.3196204637,125107.68037953577,Random Forest
277,156999.99999999994,146743.44919979936,10256.55080020058,Random Forest
278,99499.99999999984,102433.95746308709,-2933.957463087252,Random Forest
279,159899.9999999999,148203.19332085157,11696.806679148343,Random Forest
280,324999.9999999993,313571.24457590334,11428.755424095958,Random Forest
281,159899.9999999999,150195.1230832351,9704.876916764799,Random Forest
282,345473.99999999924,364728.524920407,-19254.52492040774,Random Forest
283,235000.0,160111.67874482053,74888.32125517947,Random Forest
284,111000.00000000004,96387.81881006378,14612.181189936266,Random Forest
285,118999.99999999993,127468.74297480554,-8468.742974805617,Random Forest
286,135000.0000000002,179693.52785834658,-44693.52785834638,Random Forest
287,254900.0000000001,232660.38235140525,22239.617648594838,Random Forest
288,188500.00000000038,217742.40375383498,-29242.403753834602,Random Forest
289,152499.9999999999,181949.08971050158,-29449.089710501663,Random Forest
290,250000.00000000023,259615.49805389182,-9615.498053891584,Random Forest
291,185088.00000000003,202254.0432310941,-17166.04323109408,Random Forest
292,108000.00000000001,121113.99853028031,-13113.998530280296,Random Forest
293,173733.0,155938.44503573075,17794.55496426925,Random Forest
294,255900.00000000006,245987.94742743883,9912.052572561224,Random Forest
295,123000.00000000009,161767.3556020323,-38767.355602032214,Random Forest
296,170440.00000000006,170022.96613871676,417.0338612833002,Random Forest
297,148399.99999999997,180001.17366370227,-31601.1736637023,Random Forest
298,121500.00000000007,127542.33132133663,-6042.331321336562,Random Forest
299,264499.9999999999,232719.20688130643,31780.79311869346,Random Forest
300,162000.00000000012,146323.4556812422,15676.544318757922,Random Forest
301,89499.99999999987,94522.60915589293,-5022.609155893064,Random Forest
302,122000.00000000003,132328.94747800258,-10328.947478002548,Random Forest
303,175000.00000000012,157485.0235400098,17514.976459990314,Random Forest
304,212299.9999999999,181477.93923779027,30822.060762209643,Random Forest
305,139999.9999999999,131832.16371460923,8167.836285390687,Random Forest
306,244000.00000000003,210188.58514361238,33811.41485638765,Random Forest
307,280000.0,285129.63997321867,-5129.639973218669,Random Forest
308,43999.99999999997,56958.049615635144,-12958.049615635173,Random Forest
309,114999.99999999971,112897.17583888353,2102.8241611161793,Random Forest
310,276999.9999999998,223694.1054371789,53305.89456282093,Random Forest
311,90000.00000000001,111148.72237869148,-21148.72237869147,Random Forest
312,171999.99999999988,157928.4614732739,14071.538526725984,Random Forest
313,159000.00000000026,145650.70094525244,13349.299054747826,Random Forest
314,81000.00000000007,96589.02955404851,-15589.029554048437,Random Forest
315,284999.99999999994,288786.6288780496,-3786.628878049669,Random Forest
316,161499.99999999985,160730.031475681,769.9685243188578,Random Forest
317,118999.99999999993,127362.70465762688,-8362.70465762695,Random Forest
318,106499.99999999996,91433.5355866029,15066.464413397058,Random Forest
319,172999.9999999999,170814.71062492084,2185.289375079068,Random Forest
320,230000.0000000001,220883.475241865,9116.524758135085,Random Forest
321,176000.00000000006,173293.86010697915,2706.1398930209107,Random Forest
322,84000.00000000017,87452.76275113226,-3452.7627511320898,Random Forest
323,243500.00000000015,215937.62863386277,27562.371366137377,Random Forest
324,173999.99999999997,166040.9471265234,7959.052873476583,Random Forest
325,131499.99999999997,143169.18997964752,-11669.189979647548,Random Forest
326,118964.0000000001,119011.81159495628,-47.81159495617612,Random Forest
327,123999.99999999984,135713.7791754014,-11713.779175401563,Random Forest
328,119899.9999999999,122740.55003839955,-2840.550038399655,Random Forest
329,185101.00000000047,181197.96314074693,3903.036859253538,Random Forest
330,206299.99999999988,212776.1800474812,-6476.180047481321,Random Forest
331,92900.00000000006,83630.60066311373,9269.39933688633,Random Forest
332,203999.99999999985,191656.64825773044,12343.351742269413,Random Forest
333,98499.99999999999,121774.44669440306,-23274.446694403072,Random Forest
334,259999.9999999998,255902.54018098858,4097.459819011216,Random Forest
335,142599.9999999999,141527.90171158378,1072.098288416135,Random Forest
336,201000.00000000035,221427.88546112523,-20427.885461124883,Random Forest
337,250000.00000000023,222768.48360154117,27231.51639845906,Random Forest
338,165499.99999999988,167866.26609213615,-2366.2660921362694,Random Forest
339,79400.00000000009,81441.03609185222,-2041.0360918521328,Random Forest
340,276999.9999999998,252040.73329633256,24959.266703667265,Random Forest
341,131999.9999999999,136243.92739957897,-4243.927399579057,Random Forest
342,219999.99999999983,183799.78068930132,36200.21931069851,Random Forest
343,228000.00000000003,251278.88473371055,-23278.884733710525,Random Forest
344,188000.00000000012,193190.4617653989,-5190.461765398795,Random Forest
345,95999.99999999996,95567.9315018234,432.06849817655166,Random Forest
346,142000.0,140195.06145984025,1804.9385401597538,Random Forest
347,174499.99999999994,174723.90626663802,-223.9062666380778,Random Forest
348,156499.99999999985,147949.9016322454,8550.098367754457,Random Forest
349,120000.00000000025,113389.04145956815,6610.958540432097,Random Forest
350,118999.99999999993,113855.07089344354,5144.929106556388,Random Forest
351,158000.00000000023,155885.39316329703,2114.6068367031985,Random Forest
352,140500.00000000003,135774.51091218,4725.489087820024,Random Forest
353,125500.00000000006,105004.8449655431,20495.155034456955,Random Forest
354,96500.00000000003,91407.17947928596,5092.820520714071,Random Forest
355,172999.9999999999,170986.92775567292,2013.0722443269915,Random Forest
356,214000.00000000017,217496.23346197038,-3496.2334619702015,Random Forest
357,133000.00000000012,129058.53277794979,3941.467222050327,Random Forest
358,123000.00000000009,129645.03047823698,-6645.030478236891,Random Forest
359,286000.00000000023,278063.9301532267,7936.06984677352,Random Forest
360,112999.99999999993,134945.7260787189,-21945.726078718973,Random Forest
361,111500.00000000028,117483.7884143762,-5983.788414375929,Random Forest
362,215000.0,217268.48887808158,-2268.488878081582,Random Forest
363,337500.00000000006,344471.28315815557,-6971.283158155507,Random Forest
364,148000.0000000004,161378.60152012252,-13378.601520122116,Random Forest
365,138000.0000000003,139421.32819033798,-1421.328190337692,Random Forest
366,90000.00000000001,89878.83078598717,121.16921401284344,Random Forest
367,189999.9999999999,189410.00389550213,589.9961044977827,Random Forest
368,237499.99999999985,207619.68249228457,29880.317507715285,Random Forest
369,360000.0000000001,370243.5784589522,-10243.578458952077,Random Forest
370,135000.0000000002,124099.28234322058,10900.717656779627,Random Forest
371,87999.9999999998,83171.46594409169,4828.534055908109,Random Forest
372,402999.9999999999,352014.85146987153,50985.148530128354,Random Forest
373,383970.0000000003,293578.5746964524,90391.42530354788,Random Forest
374,93849.99999999994,97387.10797479656,-3537.107974796614,Random Forest
375,134500.00000000006,123846.23940842718,10653.760591572878,Random Forest
376,175000.00000000012,178430.6187713527,-3430.6187713525724,Random Forest
377,177999.99999999994,154673.71480499857,23326.285195001372,Random Forest
378,158000.00000000023,167999.98541471775,-9999.985414717521,Random Forest
379,110500.00000000001,127332.1980032248,-16832.19800322478,Random Forest
380,59999.99999999991,46045.68993744127,13954.310062558645,Random Forest
381,334000.0000000002,312253.5173690295,21746.482630970655,Random Forest
382,156820.0000000001,162967.28056118605,-6147.280561185966,Random Forest
383,281213.0000000002,285764.5213715313,-4551.521371531126,Random Forest
384,148000.0000000004,131156.1212996703,16843.878700330097,Random Forest
385,153499.9999999997,148659.57882828914,4840.4211717105645,Random Forest
386,182899.99999999974,180132.55085047137,2767.449149528373,Random Forest
387,188900.00000000023,191377.9890842956,-2477.9890842953755,Random Forest
388,165499.99999999988,161197.029502446,4302.970497553877,Random Forest
389,153999.99999999988,138901.86419465663,15098.135805343249,Random Forest
390,339999.99999999994,273651.66072258406,66348.33927741589,Random Forest
391,205950.00000000012,194878.64472812338,11071.355271876731,Random Forest
392,196000.0000000001,191531.58454494653,4468.41545505356,Random Forest
393,95999.99999999996,101945.00897539423,-5945.008975394274,Random Forest
394,143000.00000000035,142026.99880599717,973.0011940031836,Random Forest
395,348000.0000000002,320070.6906120082,27929.30938799196,Random Forest
396,165000.00000000015,130657.8969784024,34342.10302159775,Random Forest
397,269999.9999999996,283838.0809684282,-13838.080968428636,Random Forest
398,119163.99999999999,117499.58531357211,1664.4146864278737,Random Forest
399,140999.99999999968,152692.92481526453,-11692.92481526485,Random Forest
400,165999.99999999974,162535.44411431727,3464.5558856824646,Random Forest
401,155000.00000000012,140935.24995301265,14064.750046987465,Random Forest
402,159999.99999999997,161171.14231511846,-1171.1423151184863,Random Forest
403,109000.0,138814.3177544238,-29814.3177544238,Random Forest
404,155000.00000000012,144460.09844766447,10539.90155233565,Random Forest
405,275000.0000000002,264727.18485556194,10272.815144438238,Random Forest
406,185499.99999999994,191257.71775342833,-5757.717753428384,Random Forest
407,231999.99999999956,251688.73610407618,-19688.73610407661,Random Forest
408,133000.00000000012,135284.46365878652,-2284.463658786408,Random Forest
409,148000.0000000004,136065.24917332258,11934.750826677831,Random Forest
410,133999.9999999999,146124.81249573117,-12124.812495731254,Random Forest
411,227000.0,221040.8931739333,5959.106826066709,Random Forest
412,192499.99999999997,189965.4661038853,2534.533896114677,Random Forest
413,132499.9999999999,128330.52172554773,4169.47827445218,Random Forest
414,222000.00000000023,184635.47528836963,37364.5247116306,Random Forest
415,145000.00000000012,106198.03820301402,38801.9617969861,Random Forest
416,139950.00000000032,138946.68034035855,1003.3196596417692,Random Forest
417,72000.00000000009,86629.2966408407,-14629.296640840606,Random Forest
418,155000.00000000012,166552.0446819897,-11552.044681989588,Random Forest
419,167499.99999999997,192317.8725905844,-24817.87259058442,Random Forest
420,191000.00000000015,193563.19074515527,-2563.1907451551233,Random Forest
421,125999.9999999997,115429.50901331876,10570.490986680932,Random Forest
422,214000.00000000017,217201.60531102476,-3201.605311024585,Random Forest
423,114500.00000000012,120321.53575864261,-5821.535758642494,Random Forest
424,181000.00000000006,195399.42063765158,-14399.420637651521,Random Forest
425,99900.00000000013,97780.01427715417,2119.9857228459587,Random Forest
426,142000.0,146046.83300267608,-4046.8330026760814,Random Forest
427,138499.9999999999,146157.8639305513,-7657.863930551393,Random Forest
428,156000.00000000026,176292.689824493,-20292.68982449273,Random Forest
429,127500.00000000001,128630.55865190437,-1130.5586519043572,Random Forest
